* This data was exported from the Dayton Audio Test System: DATS
*
* Piston Diameter = 0 mm
* f(s)= 0 Hz
* R(e)= 0 Ohms
* Z(max)= 0 Ohms
* Q(ms)= 0
* Q(es)= 0
* Q(ts)= 0
* V(as)= 0 liters     (0 cubic feet)
* L(e)= 0 mH
* n(0)= 0 %
* SPL= 0 1W/1m
* M(ms)= 0 grams
* C(ms)= 0 mm/N
* BL= 0 
* K(r)= 1178 
* X(r)= -0.01519 
* K(i)= 0.006311 
* X(i)= 0.7473 
*
*
Freq            Impedance       Phase
10027.447    	6.587    	13.569    
10321.273    	6.612    	14.066    
10623.710    	6.638    	14.564    
10935.008    	6.671    	15.028    
11255.428    	6.694    	15.507    
11585.238    	6.720    	15.966    
11924.711    	6.751    	16.483    
12274.132    	6.776    	16.944    
12633.791    	6.805    	17.420    
13003.989    	6.834    	17.942    
13385.035    	6.866    	18.491    
13777.247    	6.898    	19.003    
14180.951    	6.932    	19.548    
14596.485    	6.965    	20.089    
15024.194    	7.009    	20.643    
15464.437    	7.046    	21.194    
15917.579    	7.088    	21.755    
16384.000    	7.133    	22.343    
16864.088    	7.178    	22.885    
17358.243    	7.225    	23.479    
17866.879    	7.277    	24.036    
18390.418    	7.329    	24.617    
18929.299    	7.380    	25.170    
19483.969    	7.437    	25.754    
20054.893    	7.492    	26.391    
20642.546    	7.565    	26.868    
